Hashcode,Player,Age,Team,WAR,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,GIDP,HBP,SH,SF,Pos,MLS,Salary,League,Teams,Leagues,Season,Total_OB,Total_Outs,E,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot,AVG
1000371,Michael Lambert,26,SHR,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,9,0,0,0,"['2B,SS,3B']",0.047,740000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
803231,J.D. Cousins,27,PAL,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,3,0,0,0,"['RF,LF,CF']",1.093,755700.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
83456,Mason Suarez,26,SAN,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0,0,16,0,0,0,['C'],3.047,2800000.0,ACB,['SAN'],['ACB'],2025,0,0,0,0,100,Active,0,Santa Rosa,Coyote,0
294776,Hans Trevino,26,GAS,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,15,0,0,0,"['CF,SS,3B,2B']",1.046,742000.0,ACB,['GAS'],['ACB'],2025,0,0,0,0,100,Active,0,Gastonia,Slug,0
911758,Peter Varland,30,BOS,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0,0,7,0,0,0,"['RF,LF,CF']",3.097,2150000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
111354,Ben Carter,29,TUS,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,9,0,0,0,['2B'],3.169,4700000.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
898161,Cristian Ramos,27,SAN,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,8,0,0,0,"['1B,2B']",0.037,740000.0,ACB,['SAN'],['ACB'],2025,0,0,0,0,100,Active,0,Santa Rosa,Coyote,0
236831,Matt Waldrep,25,NEW,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0,8,0,0,0,['1B'],1.137,765700.0,ACB,['NEW'],['ACB'],2025,0,0,0,0,100,Active,0,Newport News,Raccoon,0
963460,Pablo Urías,35,SHR,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,8,0,0,0,['1B'],11.168,17000000.0,ACB,['SHR'],['ACB'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
1843,Josh Muñoz,36,WES,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,8,0,0,0,['RF'],10.162,20750000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
558561,José Young,30,CHE,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0,0,12,0,0,0,['C'],0.165,744500.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
907662,Austin Clement,30,PHO,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,7,0,0,0,['SS'],8.119,33333333.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
127447,Justyn-Henry Díaz,28,SEB,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,4,0,0,0,"['3B,2B,1B,LF']",3.011,1275000.0,ACB,['SEB'],['ACB'],2025,0,0,0,0,100,Active,0,Sebastian,Cod,0
814621,Andrew Civale,26,LAS,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,5,0,0,0,['C'],0.13,746500.0,NBL,['LAS'],['NBL'],2025,0,0,0,0,100,Active,0,Las Vegas,list,0
749296,Mark Rogers,24,POR,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,8,0,0,0,['CF'],0.08,745000.0,NBL,['POR'],['NBL'],2025,0,0,0,0,100,Active,0,Portsmouth,Penguin,0
856314,Garrett Foley,26,PAL,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,2,0,0,0,"['RF,CF,LF']",0.085,742400.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
602381,Nabil Greene,32,SAI,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,15,0,0,0,"['2B,3B,1B']",7.001,8500000.0,ACB,['SAI'],['ACB'],2025,0,0,0,0,100,Active,0,Saint Petersburg,Platypus,0
775920,Joey Lawrence,33,HEN,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,9,0,0,0,['C'],7.108,18000000.0,NBL,['HEN'],['NBL'],2025,0,0,0,0,100,Active,0,Henderson,Sperm whale,0
363804,Teoscar Madrigal,27,CHE,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,9,0,0,0,['2B'],1.068,757000.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
593228,Kevin Dubón,27,GAS,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,10,0,0,0,"['RF,LF,CF']",1.015,744900.0,ACB,['GAS'],['ACB'],2025,0,0,0,0,100,Active,0,Gastonia,Slug,0
175969,Gabriel Alvarez,25,SOU,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,14,0,0,0,"['C,3B']",1.061,760100.0,NBL,['SOU'],['NBL'],2025,0,0,0,0,100,Active,0,South Lyon,Toad,0
342781,Jacob Burke,34,MON,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,18,0,0,0,['C'],7.088,6000000.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
835943,Tommy Heineman,34,LAS,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,8,0,0,0,"['RF,LF,CF']",3.143,1950000.0,NBL,['LAS'],['NBL'],2025,0,0,0,0,100,Active,0,Las Vegas,list,0
429491,Kevin Salazar,28,MCH,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,3,0,0,0,['RF'],5.0,13833333.0,ACB,['MCH'],['ACB'],2025,0,0,0,0,100,Active,0,McHenry,Asp,0
710487,Joan Miller,29,TEM,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,1,0,0,0,"['1B,RF,LF,P']",3.084,1350000.0,NBL,['TEM'],['NBL'],2025,0,0,0,0,100,Active,0,Tempe,Steelhead trout,0
612072,Michael Vázquez,32,COR,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,9,0,0,0,"['RF,LF,CF']",4.071,1000000.0,NBL,['COR'],['NBL'],2025,0,0,0,0,100,Active,0,Corpus Christi,Ermine,0
835437,Caleb Thielbar,29,BOS,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,10,0,0,0,"['2B,RF,SS,3B', '2B,SS,3B', 'RF,2B', '2B,RF,3B,SS']",6.062,1500000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
255948,Kevin Cave,31,WES,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,5,0,0,0,"['RF,CF,LF']",3.093,2025000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
398572,Luke Hodge,30,PHO,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,10,0,0,0,"['LF,RF,CF']",7.012,10000000.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
90297,Trey Mushinski,23,WES,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,9,0,0,0,['C'],0.0,740000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
470962,Sean Pressly,36,RIV,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,12,0,0,0,['C'],10.044,8000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
414220,Caleb Bruihl,27,TUS,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,4,0,0,0,"['SS,CF,2B,LF,P,1B']",0.011,741875.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
338289,Ryne Booser,29,BOS,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,1,0,0,0,['CF'],1.112,750000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
964145,Jeremiah Núñez,28,GRA,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,5,0,0,0,['RF'],4.079,12000000.0,ACB,['GRA'],['ACB'],2025,0,0,0,0,100,Active,0,Grayslake,Spider monkey,0
822740,Julio Teodosio,30,NEW,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,9,0,0,0,['C'],3.04,1700000.0,ACB,['NEW'],['ACB'],2025,0,0,0,0,100,Active,0,Newport News,Raccoon,0
811451,Logan Luciano,36,SIO,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0,9,0,0,0,"['SS,2B,3B,P,1B']",9.043,5000000.0,NBL,['SIO'],['NBL'],2025,0,0,0,0,100,Active,0,Sioux Falls,Guanaco,0
56732,Jason Semien,27,SAN,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,15,0,0,0,['SS'],4.063,12083333.0,ACB,['SAN'],['ACB'],2025,0,0,0,0,100,Active,0,Santa Rosa,Coyote,0
43826,José Hummel,22,VIS,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,2,0,0,0,['LF'],0.0,740000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
911614,Willie Lindor,28,BET,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,8,0,0,0,['C'],1.149,759000.0,NBL,['BET'],['NBL'],2025,0,0,0,0,100,Active,0,Bethlehem,Rabbit,0
319441,Tyler Ottavino,36,RIV,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,8,0,0,0,"['2B,LF,3B', 'LF,2B,3B', '2B,3B']",7.101,7000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
957569,Daniel Lee,25,HEN,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,4,0,0,0,"['CF,RF,LF']",0.033,741650.0,NBL,['HEN'],['NBL'],2025,0,0,0,0,100,Active,0,Henderson,Sperm whale,0
364323,Tyler Waldrep,36,RIV,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,6,0,0,0,"['LF,RF']",7.151,3000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
735750,Jerar Turner,27,PAL,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,7,0,0,0,"['C,P']",2.043,755400.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
924916,Mason Lazar,26,SHR,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,7,0,0,0,"['3B,1B,2B,SS,LF,RF,P']",1.048,783000.0,ACB,['SHR'],['ACB'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
664504,Aaron O'Neill,26,PHO,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,6,0,0,0,"['3B,2B']",1.142,745700.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
154892,Luke Thompson,30,NEW,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,4,0,0,0,"['SS,3B,2B,LF,RF,P']",2.099,764400.0,ACB,['NEW'],['ACB'],2025,0,0,0,0,100,Active,0,Newport News,Raccoon,0
964159,Huascar Trejo,30,WAT,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,5,0,0,0,['C'],5.05,5200000.0,ACB,['WAT'],['ACB'],2025,0,0,0,0,100,Active,0,Waterloo,Caribou,0
264457,Kaleb Jacob,30,SEB,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,10,0,0,0,"['LF,1B']",4.053,1700000.0,ACB,['SEB'],['ACB'],2025,0,0,0,0,100,Active,0,Sebastian,Cod,0
487118,Gabriel Saucedo,33,RIV,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,6,0,0,0,"['RF,LF,CF', 'LF,RF,CF', 'LF']",8.12,2000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
544802,Bryan Ferguson,27,WAT,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,1,0,0,0,"['SS,2B']",0.02,740000.0,ACB,['WAT'],['ACB'],2025,0,0,0,0,100,Active,0,Waterloo,Caribou,0
534088,Salvador Chirinos,28,PAL,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,7,0,0,0,"['2B,RF,LF,3B,SS']",0.156,745200.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
478833,Jackson Strahm,34,PHO,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,11,0,0,0,"['C,3B,1B']",9.031,10000000.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
336680,Hayden Yoshida,33,TEM,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,5,0,0,0,['LF'],10.069,24250727.0,NBL,['TEM'],['NBL'],2025,0,0,0,0,100,Active,0,Tempe,Steelhead trout,0
212112,Spencer Cabbage,36,SAI,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,11,0,0,0,"['CF,LF,RF', 'CF,RF']",9.072,1000000.0,ACB,['SAI'],['ACB'],2025,0,0,0,0,100,Active,0,Saint Petersburg,Platypus,0
83123,Ryan Matz,33,VIS,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,11,0,0,0,['1B'],1.065,752000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
916406,Nick Alvarez,30,JOL,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,7,0,0,0,['C'],5.161,3500000.0,ACB,['JOL'],['ACB'],2025,0,0,0,0,100,Active,0,Joliet,list,0
564195,Brett Miller,31,SOU,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,9,0,0,0,"['SS,2B,1B,3B,LF']",0.0,740000.0,NBL,['SOU'],['NBL'],2025,0,0,0,0,100,Active,0,South Lyon,Toad,0
888879,José Villalobos,37,MON,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,6,0,0,0,"['3B,1B,2B']",0.0,740000.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
897960,Matthew Skubal,30,RIV,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,5,0,0,0,"['RF,LF,CF', 'RF,CF']",4.165,5150000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
170727,Dominic Holliday,34,WAT,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0,7,0,0,0,"['LF,RF']",5.048,1850000.0,ACB,['WAT'],['ACB'],2025,0,0,0,0,100,Active,0,Waterloo,Caribou,0
337793,Luis Mahle,30,BOS,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,8,0,0,0,"['1B', '1B,P']",0.0,740000.0,NBL,['BOS'],['NBL'],2025,0,0,0,0,100,Active,0,Boston,Common household pests,0
885665,Julian Toglia,28,SAI,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,6,0,0,0,"['3B,2B,SS,RF']",4.043,4400000.0,ACB,['SAI'],['ACB'],2025,0,0,0,0,100,Active,0,Saint Petersburg,Platypus,0
1004017,Adolis Suárez,25,BET,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,3,0,0,0,"['SS,2B']",0.052,743000.0,NBL,['BET'],['NBL'],2025,0,0,0,0,100,Active,0,Bethlehem,Rabbit,0
333242,Alex Quintana,33,VIS,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,12,0,0,0,"['3B,2B,LF,SS,P,1B']",4.007,1100000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
869636,Willson Rizzo,29,MCH,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,7,0,0,0,"['3B,1B,P', '3B,1B']",0.0,740000.0,ACB,['MCH'],['ACB'],2025,0,0,0,0,100,Active,0,McHenry,Asp,0
435756,Juan Robles,26,PHO,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,3,0,0,0,"['2B,1B']",0.135,746750.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
835117,Ben Darvish,31,MCH,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,"['3B,2B,1B']",3.025,2100000.0,ACB,['MCH'],['ACB'],2025,0,0,0,0,100,Active,0,McHenry,Asp,0
489245,Jacob Walker,34,SHR,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,6,0,0,0,"['CF,LF']",8.129,4000000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
515773,Dane Lockridge,26,MON,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,16,0,0,0,"['C,1B']",1.144,754700.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
293920,Kodai Amador,25,NEW,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,1,0,0,0,['CF'],0.042,746900.0,ACB,['NEW'],['ACB'],2025,0,0,0,0,100,Active,0,Newport News,Raccoon,0
319698,Bryan Graceffo,27,COR,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,10,0,0,0,['LF'],1.007,745000.0,NBL,['COR'],['NBL'],2025,0,0,0,0,100,Active,0,Corpus Christi,Ermine,0
1028162,Cionel Ragans,27,NEW,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,8,0,0,0,"['RF,LF']",1.057,761000.0,ACB,['NEW'],['ACB'],2025,0,0,0,0,100,Active,0,Newport News,Raccoon,0
565581,Brett Polanco,28,YON,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,2,0,0,0,"['CF,RF,LF', 'CF,RF']",0.0,740000.0,ACB,['YON'],['ACB'],2025,0,0,0,0,100,Active,0,Yonkers,Guinea pig,0
1039693,Blake Sullivan,33,CHE,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,"['2B,RF,LF,3B,1B']",7.075,2000000.0,ACB,['CHE'],['ACB'],2025,0,0,0,0,100,Active,0,Chesapeake,Squirrel,0
82435,Eric Glasnow,34,SIO,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,1,0,0,0,['3B'],7.027,9500000.0,NBL,['SIO'],['NBL'],2025,0,0,0,0,100,Active,0,Sioux Falls,Guanaco,0
133891,Jake McGreevy,35,WES,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0,0,6,0,0,0,"['2B,3B,SS']",0.0,740000.0,NBL,['WES'],['NBL'],2025,0,0,0,0,100,Active,0,Westminster,Gila monster,0
483738,Luis Birdsong,32,NEW,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,11,0,0,0,['SS'],8.089,25000000.0,ACB,['NEW'],['ACB'],2025,0,0,0,0,100,Active,0,Newport News,Raccoon,0
465915,Tony Paris,26,JOL,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,6,0,0,0,"['3B,LF,1B,SS,2B,RF,CF']",0.0,740000.0,ACB,['JOL'],['ACB'],2025,0,0,0,0,100,Active,0,Joliet,list,0
669587,Luisangel Paredes,28,SHR,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,9,0,0,0,['C'],2.02,770000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
281826,Vidal Hiura,35,COR,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,10,0,0,0,['C'],5.149,1500000.0,NBL,['COR'],['NBL'],2025,0,0,0,0,100,Active,0,Corpus Christi,Ermine,0
811455,Keibert Petersen,35,SIO,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,5,0,0,0,"['CF', 'CF,RF']",9.131,10500000.0,NBL,['SIO'],['NBL'],2025,0,0,0,0,100,Active,0,Sioux Falls,Guanaco,0
410837,Buddy Beeks,32,TEM,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,11,0,0,0,"['C,1B']",7.05,3000000.0,NBL,['TEM'],['NBL'],2025,0,0,0,0,100,Active,0,Tempe,Steelhead trout,0
845693,Germán Kuhnel,33,SOU,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,0,5,0,0,0,"['RF,LF']",9.033,1500000.0,NBL,['SOU'],['NBL'],2025,0,0,0,0,100,Active,0,South Lyon,Toad,0
92990,Michael Burrows,27,BET,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,6,0,0,0,"['2B,SS,3B,CF,RF,LF,P,1B']",1.014,745800.0,NBL,['BET'],['NBL'],2025,0,0,0,0,100,Active,0,Bethlehem,Rabbit,0
662565,Nick Irvin,28,SEB,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,5,0,0,0,"['1B,3B,RF,LF']",0.0,740000.0,ACB,['SEB'],['ACB'],2025,0,0,0,0,100,Active,0,Sebastian,Cod,0
1003029,José Bride,26,SHR,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,10,0,0,0,"['CF,LF,RF']",1.118,755000.0,NBL,['SHR'],['NBL'],2025,0,0,0,0,100,Active,0,Shreveport,Moth,0
812335,Blake Higashioka,29,BET,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,7,0,0,0,"['LF,CF,2B,RF']",2.136,900000.0,NBL,['BET'],['NBL'],2025,0,0,0,0,100,Active,0,Bethlehem,Rabbit,0
626097,Jason Brewer,31,GRA,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,8,0,0,0,"['C,1B']",6.051,6000000.0,ACB,['GRA'],['ACB'],2025,0,0,0,0,100,Active,0,Grayslake,Spider monkey,0
962425,Nick McKenzie,29,POR,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,7,0,0,0,"['SS,3B,2B']",3.14,1700000.0,NBL,['POR'],['NBL'],2025,0,0,0,0,100,Active,0,Portsmouth,Penguin,0
360886,Víctor Wentz,29,BET,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,11,0,0,0,"['1B,3B,2B']",1.039,745000.0,NBL,['BET'],['NBL'],2025,0,0,0,0,100,Active,0,Bethlehem,Rabbit,0
587644,Sean Clase,26,TUS,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,5,0,0,0,"['2B,SS,3B,1B,CF']",0.075,740000.0,NBL,['TUS'],['NBL'],2025,0,0,0,0,100,Active,0,Tuscaloosa,Fowl,0
111408,Jake Adcock,30,GRA,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,4,0,0,0,"['LF,RF,CF']",3.0,2850000.0,ACB,['GRA'],['ACB'],2025,0,0,0,0,100,Active,0,Grayslake,Spider monkey,0
604832,Will Varland,30,VIS,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,6,0,0,0,"['3B', '3B,RF']",4.15,2000000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
664449,Bailey Feigl,26,PAL,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0,3,0,0,0,"['LF,RF', 'LF,RF,CF', 'RF,CF,LF']",3.104,2350000.0,ACB,['PAL'],['ACB'],2025,0,0,0,0,100,Active,0,Palmdale,Skink,0
943039,JJ Hughes,30,RIV,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,10,0,0,0,['C'],4.029,9000000.0,NBL,['RIV'],['NBL'],2025,0,0,0,0,100,Active,0,Riverside,Fancy rat,0
729383,Zack Chafin,35,MON,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,4,0,0,0,['C'],5.005,2180000.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
999630,Jon Ramos,26,SAN,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,4,0,0,0,"['LF,RF,CF,1B', 'LF,CF,RF,1B', 'LF,CF,1B']",0.0,740000.0,ACB,['SAN'],['ACB'],2025,0,0,0,0,100,Active,0,Santa Rosa,Coyote,0
435869,Chris Fulmer,27,PHO,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,3,0,0,0,"['RF,LF,P']",0.111,745550.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
951217,Dennis Lyles,31,VIS,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0,0,3,0,0,0,"['1B,RF,LF']",7.103,2500000.0,NBL,['VIS'],['NBL'],2025,0,0,0,0,100,Active,0,Visalia,Elephant seal,0
354621,Jon Clase,37,MON,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,3,0,0,0,"['RF,LF']",0.0,740000.0,NBL,['MON'],['NBL'],2025,0,0,0,0,100,Active,0,Montgomery,Pigeon,0
210974,Randy Gillaspie,25,HEN,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,3,0,0,0,['C'],0.063,743150.0,NBL,['HEN'],['NBL'],2025,0,0,0,0,100,Active,0,Henderson,Sperm whale,0
10092,Humberto Phillips,35,GRA,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,4,0,0,0,"['RF,LF,CF', 'RF,CF']",14.0,9000000.0,ACB,['GRA'],['ACB'],2025,0,0,0,0,100,Active,0,Grayslake,Spider monkey,0
493796,Ryan Cabrera,26,PHO,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0,0,6,0,0,0,"['LF,CF,2B']",0.0,740000.0,ACB,['PHO'],['ACB'],2025,0,0,0,0,100,Active,0,Phoenix,Stingray,0
656553,Isiah Clase,29,POR,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,2,0,0,0,"['LF,RF', 'LF']",4.057,6300000.0,NBL,['POR'],['NBL'],2025,0,0,0,0,100,Active,0,Portsmouth,Penguin,0
